airline,origin,destination,scheduled_dep_min,departure_hour,scheduled_duration,is_morning,is_afternoon,is_evening,is_night,operating_days_count,has_weekend_ops,has_peak_day_ops,route_delay_rate,airline_delay_rate,is_delayed,actual_dep_delay,route
IndiGo,Kochi,Agatti,605,10,90,1,0,0,0,7,1,1,0.3333333333333333,0.24817073170731707,0,11,Kochi_to_Agatti
IndiGo,Kochi,Tiruchirappalli,385,6,75,1,0,0,0,7,1,1,0.5,0.24817073170731707,0,0,Kochi_to_Tiruchirappalli
IndiGo,Kochi,Tiruchirappalli,485,8,70,1,0,0,0,1,0,0,0.5,0.24817073170731707,0,6,Kochi_to_Tiruchirappalli
IndiGo,Kochi,Goa,375,6,75,1,0,0,0,6,1,1,0.3333333333333333,0.24817073170731707,0,10,Kochi_to_Goa
IndiGo,Kochi,Goa,1300,21,90,0,0,1,0,7,1,1,0.3333333333333333,0.24817073170731707,1,59,Kochi_to_Goa
IndiGo,Kochi,Kolkata,825,13,225,0,1,0,0,1,0,0,0.25,0.24817073170731707,1,17,Kochi_to_Kolkata
IndiGo,Kochi,Kolkata,860,14,180,0,1,0,0,6,1,1,0.25,0.24817073170731707,0,8,Kochi_to_Kolkata
IndiGo,Kochi,Mangalore,385,6,80,1,0,0,0,6,1,1,0.125,0.24817073170731707,0,5,Kochi_to_Mangalore
Akasa Air,Kochi,Bengaluru,545,9,75,1,0,0,0,7,1,1,0.21264367816091953,0.24830699774266365,0,6,Kochi_to_Bengaluru
Akasa Air,Kochi,Bengaluru,775,12,75,0,1,0,0,7,1,1,0.21264367816091953,0.24830699774266365,0,1,Kochi_to_Bengaluru
SpiceJet,Kochi,Mumbai,345,5,115,0,0,0,1,7,1,1,0.22429906542056074,0.25663466967814796,0,14,Kochi_to_Mumbai
SpiceJet,Kochi,Chennai,1075,17,85,0,1,0,0,6,1,1,0.2413793103448276,0.25663466967814796,0,10,Kochi_to_Chennai
SpiceJet,Kochi,Chennai,380,6,65,1,0,0,0,7,1,1,0.2413793103448276,0.25663466967814796,0,15,Kochi_to_Chennai
SpiceJet,Kochi,Chennai,620,10,75,1,0,0,0,7,1,1,0.2413793103448276,0.25663466967814796,0,15,Kochi_to_Chennai
SpiceJet,Kochi,Chennai,620,10,75,1,0,0,0,7,1,1,0.2413793103448276,0.25663466967814796,0,14,Kochi_to_Chennai
Air India,Mumbai,Coimbatore,390,6,115,1,0,0,0,7,1,1,0.3076923076923077,0.22491664140648682,0,7,Mumbai_to_Coimbatore
Air India,Mumbai,Coimbatore,655,10,115,1,0,0,0,7,1,1,0.3076923076923077,0.22491664140648682,0,14,Mumbai_to_Coimbatore
Air India,Mumbai,Goa,795,13,90,0,1,0,0,7,1,1,0.30625,0.22491664140648682,0,6,Mumbai_to_Goa
Air India,Mumbai,Goa,1260,21,60,0,0,1,0,7,1,1,0.30625,0.22491664140648682,1,53,Mumbai_to_Goa
Air India,Mumbai,Goa,1260,21,80,0,0,1,0,7,1,1,0.30625,0.22491664140648682,0,7,Mumbai_to_Goa
Air India,Mumbai,Kolkata,355,5,175,0,0,0,1,7,1,1,0.19090909090909092,0.22491664140648682,0,1,Mumbai_to_Kolkata
Air India,Mumbai,Kolkata,360,6,160,1,0,0,0,7,1,1,0.19090909090909092,0.22491664140648682,0,5,Mumbai_to_Kolkata
Air India,Mumbai,Kolkata,700,11,170,1,0,0,0,7,1,1,0.19090909090909092,0.22491664140648682,0,3,Mumbai_to_Kolkata
Air India,Mumbai,Kolkata,1040,17,170,0,1,0,0,7,1,1,0.19090909090909092,0.22491664140648682,0,6,Mumbai_to_Kolkata
Air India,Mumbai,Mangalore,750,12,95,0,1,0,0,7,1,1,0.2672413793103448,0.22491664140648682,0,5,Mumbai_to_Mangalore
Air India,Mumbai,Mangalore,345,5,95,0,0,0,1,7,1,1,0.2672413793103448,0.22491664140648682,0,11,Mumbai_to_Mangalore
Air India,Mumbai,Mangalore,345,5,95,0,0,0,1,7,1,1,0.2672413793103448,0.22491664140648682,1,31,Mumbai_to_Mangalore
Air India,Mumbai,Mangalore,615,10,105,1,0,0,0,7,1,1,0.2672413793103448,0.22491664140648682,0,4,Mumbai_to_Mangalore
Air India,Mumbai,Mangalore,625,10,95,1,0,0,0,6,1,1,0.2672413793103448,0.22491664140648682,0,10,Mumbai_to_Mangalore
Air India,Mumbai,Mangalore,625,10,95,1,0,0,0,7,1,1,0.2672413793103448,0.22491664140648682,0,4,Mumbai_to_Mangalore
Star Air,Mumbai,Belgaum,725,12,65,0,1,0,0,3,1,1,0.3333333333333333,0.27979274611398963,1,23,Mumbai_to_Belgaum
Star Air,Mumbai,Belgaum,750,12,75,0,1,0,0,1,0,0,0.3333333333333333,0.27979274611398963,0,10,Mumbai_to_Belgaum
Air India Express,Mumbai,Delhi,320,5,125,0,0,0,1,7,1,1,0.2288135593220339,0.2222222222222222,0,6,Mumbai_to_Delhi
Air India Express,Mumbai,Kochi,795,13,120,0,1,0,0,5,1,1,0.20588235294117646,0.2222222222222222,0,6,Mumbai_to_Kochi
Air India Express,Mumbai,Ranchi,495,8,165,1,0,0,0,7,1,1,0.2916666666666667,0.2222222222222222,0,7,Mumbai_to_Ranchi
Air India Express,Mumbai,Goa,1105,18,60,0,0,1,0,7,1,1,0.30625,0.2222222222222222,1,19,Mumbai_to_Goa
Air India Express,Mumbai,Goa,1355,22,1405,0,0,0,1,7,1,1,0.30625,0.2222222222222222,0,10,Mumbai_to_Goa
Air India Express,Mumbai,Goa,1240,20,80,0,0,1,0,7,1,1,0.30625,0.2222222222222222,0,10,Mumbai_to_Goa
Jet Airways,Mumbai,Hyderabad,425,7,85,1,0,0,0,7,1,1,0.24087591240875914,0.25102880658436216,1,56,Mumbai_to_Hyderabad
Jet Airways,Mumbai,Hyderabad,175,2,90,0,0,0,1,7,1,1,0.24087591240875914,0.25102880658436216,0,12,Mumbai_to_Hyderabad
Jet Airways,Mumbai,Hyderabad,430,7,85,1,0,0,0,7,1,1,0.24087591240875914,0.25102880658436216,0,8,Mumbai_to_Hyderabad
Jet Airways,Mumbai,Delhi,1080,18,140,0,0,1,0,7,1,1,0.2288135593220339,0.25102880658436216,0,9,Mumbai_to_Delhi
Jet Airways,Mumbai,Delhi,1245,20,155,0,0,1,0,7,1,1,0.2288135593220339,0.25102880658436216,0,2,Mumbai_to_Delhi
Jet Airways,Mumbai,Dehradun,755,12,145,0,1,0,0,4,1,1,0.3870967741935484,0.25102880658436216,1,39,Mumbai_to_Dehradun
IndiGo,Mumbai,Kolkata,465,7,155,1,0,0,0,7,1,1,0.19090909090909092,0.24817073170731707,0,12,Mumbai_to_Kolkata
IndiGo,Mumbai,Kolkata,825,13,175,0,1,0,0,7,1,1,0.19090909090909092,0.24817073170731707,0,1,Mumbai_to_Kolkata
IndiGo,Mumbai,Mangalore,540,9,90,1,0,0,0,7,1,1,0.2672413793103448,0.24817073170731707,1,135,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,585,9,95,1,0,0,0,6,1,1,0.2672413793103448,0.24817073170731707,0,6,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,800,13,85,0,1,0,0,1,0,1,0.2672413793103448,0.24817073170731707,0,11,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,800,13,85,0,1,0,0,1,0,1,0.2672413793103448,0.24817073170731707,0,9,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,800,13,85,0,1,0,0,1,0,1,0.2672413793103448,0.24817073170731707,1,65,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,945,15,90,0,1,0,0,7,1,1,0.2672413793103448,0.24817073170731707,1,56,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,535,8,90,1,0,0,0,7,1,1,0.2672413793103448,0.24817073170731707,0,2,Mumbai_to_Mangalore
IndiGo,Mumbai,Mangalore,645,10,90,1,0,0,0,6,1,1,0.2672413793103448,0.24817073170731707,0,14,Mumbai_to_Mangalore
IndiGo,Mumbai,,1220,20,65,0,0,1,0,7,1,1,,0.24817073170731707,1,19,
Akasa Air,Mumbai,Delhi,780,13,135,0,1,0,0,7,1,1,0.2288135593220339,0.24830699774266365,0,10,Mumbai_to_Delhi
Akasa Air,Mumbai,Delhi,785,13,130,0,1,0,0,1,0,1,0.2288135593220339,0.24830699774266365,1,53,Mumbai_to_Delhi
Akasa Air,Mumbai,Bagdogra,690,11,175,1,0,0,0,6,1,1,0.3181818181818182,0.24830699774266365,0,7,Mumbai_to_Bagdogra
Akasa Air,Mumbai,Allahabad,690,11,140,1,0,0,0,7,1,1,0.3333333333333333,0.24830699774266365,0,13,Mumbai_to_Allahabad
Akasa Air,Mumbai,Kolkata,725,12,160,0,1,0,0,1,1,0,0.19090909090909092,0.24830699774266365,0,12,Mumbai_to_Kolkata
Akasa Air,Mumbai,Kolkata,1195,19,175,0,0,1,0,7,1,1,0.19090909090909092,0.24830699774266365,0,9,Mumbai_to_Kolkata
Akasa Air,Mumbai,Kolkata,635,10,175,1,0,0,0,6,1,1,0.19090909090909092,0.24830699774266365,0,0,Mumbai_to_Kolkata
Akasa Air,Mumbai,Kolkata,1205,20,165,0,0,1,0,3,1,1,0.19090909090909092,0.24830699774266365,1,72,Mumbai_to_Kolkata
Akasa Air,Mumbai,,835,13,85,0,1,0,0,6,1,1,,0.24830699774266365,0,5,
Akasa Air,Mumbai,,960,16,85,0,1,0,0,1,0,0,,0.24830699774266365,1,57,
SpiceJet,Mumbai,Hyderabad,1180,19,80,0,0,1,0,7,1,1,0.24087591240875914,0.25663466967814796,0,4,Mumbai_to_Hyderabad
SpiceJet,Mumbai,Hyderabad,340,5,95,0,0,0,1,7,1,1,0.24087591240875914,0.25663466967814796,1,34,Mumbai_to_Hyderabad
SpiceJet,Mumbai,Delhi,810,13,130,0,1,0,0,7,1,1,0.2288135593220339,0.25663466967814796,1,60,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,1035,17,140,0,1,0,0,7,1,1,0.2288135593220339,0.25663466967814796,0,7,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,1390,23,90,0,0,0,1,7,1,1,0.2288135593220339,0.25663466967814796,0,6,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,1175,19,140,0,0,1,0,7,1,1,0.2288135593220339,0.25663466967814796,0,4,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,1305,21,150,0,0,1,0,7,1,1,0.2288135593220339,0.25663466967814796,0,5,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,1230,20,125,0,0,1,0,6,1,1,0.2288135593220339,0.25663466967814796,0,7,Mumbai_to_Delhi
SpiceJet,Mumbai,Delhi,605,10,140,1,0,0,0,7,1,1,0.2288135593220339,0.25663466967814796,1,26,Mumbai_to_Delhi
SpiceJet,Mumbai,Mangalore,465,7,100,1,0,0,0,7,1,1,0.2672413793103448,0.25663466967814796,1,104,Mumbai_to_Mangalore
SpiceJet,Mumbai,Kandla,790,13,80,0,1,0,0,7,1,1,0.125,0.25663466967814796,0,8,Mumbai_to_Kandla
SpiceJet,Mumbai,Kandla,765,12,90,0,1,0,0,7,1,1,0.125,0.25663466967814796,0,8,Mumbai_to_Kandla
SpiceJet,Mumbai,Aurangabad,555,9,65,1,0,0,0,6,1,1,0.3076923076923077,0.25663466967814796,0,9,Mumbai_to_Aurangabad
SpiceJet,Mumbai,Madurai,805,13,120,0,1,0,0,7,1,1,0.1,0.25663466967814796,0,0,Mumbai_to_Madurai
SpiceJet,Mumbai,Bagdogra,755,12,165,0,1,0,0,6,1,1,0.3181818181818182,0.25663466967814796,0,6,Mumbai_to_Bagdogra
SpiceJet,Mumbai,Bagdogra,780,13,160,0,1,0,0,4,1,1,0.3181818181818182,0.25663466967814796,1,42,Mumbai_to_Bagdogra
SpiceJet,Mumbai,Bagdogra,790,13,170,0,1,0,0,4,1,1,0.3181818181818182,0.25663466967814796,0,5,Mumbai_to_Bagdogra
SpiceJet,Mumbai,Kochi,950,15,130,0,1,0,0,6,1,1,0.20588235294117646,0.25663466967814796,0,15,Mumbai_to_Kochi
SpiceJet,Mumbai,Kochi,1125,18,115,0,0,1,0,7,1,1,0.20588235294117646,0.25663466967814796,1,33,Mumbai_to_Kochi
SpiceJet,Mumbai,Gorakhpur,465,7,150,1,0,0,0,7,1,1,0.26666666666666666,0.25663466967814796,0,6,Mumbai_to_Gorakhpur
SpiceJet,Mumbai,Gorakhpur,465,7,195,1,0,0,0,7,1,1,0.26666666666666666,0.25663466967814796,1,50,Mumbai_to_Gorakhpur
SpiceJet,Mumbai,Gorakhpur,540,9,135,1,0,0,0,6,1,1,0.26666666666666666,0.25663466967814796,0,10,Mumbai_to_Gorakhpur
SpiceJet,Mumbai,Gorakhpur,780,13,165,0,1,0,0,7,1,1,0.26666666666666666,0.25663466967814796,0,4,Mumbai_to_Gorakhpur
SpiceJet,Mumbai,Dehradun,820,13,120,0,1,0,0,7,1,1,0.3870967741935484,0.25663466967814796,1,81,Mumbai_to_Dehradun
SpiceJet,Mumbai,Dehradun,395,6,145,1,0,0,0,7,1,1,0.3870967741935484,0.25663466967814796,0,11,Mumbai_to_Dehradun
SpiceJet,Mumbai,Gwalior,465,7,125,1,0,0,0,1,1,0,0.3333333333333333,0.25663466967814796,1,51,Mumbai_to_Gwalior
SpiceJet,Mumbai,Gwalior,830,13,155,0,1,0,0,7,1,1,0.3333333333333333,0.25663466967814796,1,41,Mumbai_to_Gwalior
SpiceJet,Mumbai,Belgaum,1075,17,70,0,1,0,0,6,1,1,0.3333333333333333,0.25663466967814796,0,6,Mumbai_to_Belgaum
SpiceJet,Mumbai,Belgaum,1085,18,60,0,0,1,0,7,1,1,0.3333333333333333,0.25663466967814796,0,14,Mumbai_to_Belgaum
SpiceJet,Mumbai,Guwahati,740,12,195,0,1,0,0,7,1,1,0.3333333333333333,0.25663466967814796,0,4,Mumbai_to_Guwahati
SpiceJet,Mumbai,Darbhanga,390,6,150,1,0,0,0,6,1,1,0.3333333333333333,0.25663466967814796,1,31,Mumbai_to_Darbhanga
SpiceJet,Mumbai,Darbhanga,395,6,145,1,0,0,0,7,1,1,0.3333333333333333,0.25663466967814796,0,11,Mumbai_to_Darbhanga
SpiceJet,Mumbai,Darbhanga,785,13,150,0,1,0,0,7,1,1,0.3333333333333333,0.25663466967814796,0,3,Mumbai_to_Darbhanga
SpiceJet,Mumbai,Coimbatore,560,9,110,1,0,0,0,7,1,1,0.3076923076923077,0.25663466967814796,0,0,Mumbai_to_Coimbatore
SpiceJet,Mumbai,Goa,1265,21,75,0,0,1,0,7,1,1,0.30625,0.25663466967814796,0,13,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,930,15,95,0,1,0,0,7,1,1,0.30625,0.25663466967814796,1,54,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,935,15,90,0,1,0,0,6,1,1,0.30625,0.25663466967814796,1,23,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,690,11,90,1,0,0,0,7,1,1,0.30625,0.25663466967814796,1,168,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,745,12,90,0,1,0,0,7,1,1,0.30625,0.25663466967814796,0,5,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,25,0,85,0,0,0,1,7,1,1,0.30625,0.25663466967814796,1,40,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,30,0,85,0,0,0,1,7,1,1,0.30625,0.25663466967814796,0,1,Mumbai_to_Goa
SpiceJet,Mumbai,Goa,1280,21,65,0,0,1,0,7,1,1,0.30625,0.25663466967814796,0,1,Mumbai_to_Goa
SpiceJet,Mumbai,Kolkata,315,5,155,0,0,0,1,7,1,1,0.19090909090909092,0.25663466967814796,0,5,Mumbai_to_Kolkata
SpiceJet,Mumbai,Kolkata,350,5,165,0,0,0,1,3,1,1,0.19090909090909092,0.25663466967814796,1,66,Mumbai_to_Kolkata
SpiceJet,Mumbai,Kolkata,1025,17,440,0,1,0,0,7,1,1,0.19090909090909092,0.25663466967814796,1,16,Mumbai_to_Kolkata
SpiceJet,Mumbai,Mangalore,465,7,100,1,0,0,0,7,1,1,0.2672413793103448,0.25663466967814796,1,70,Mumbai_to_Mangalore
SpiceJet,Mumbai,Mangalore,1210,20,95,0,0,1,0,7,1,1,0.2672413793103448,0.25663466967814796,1,57,Mumbai_to_Mangalore
,Mumbai,Ranchi,360,6,145,1,0,0,0,7,1,1,0.2916666666666667,,1,57,Mumbai_to_Ranchi
GoAir,Mumbai,Nagpur,380,6,85,1,0,0,0,5,1,1,0.2033898305084746,0.2296103896103896,0,1,Mumbai_to_Nagpur
GoAir,Mumbai,Nagpur,1125,18,90,0,0,1,0,7,1,1,0.2033898305084746,0.2296103896103896,1,35,Mumbai_to_Nagpur
GoAir,Mumbai,Nagpur,1130,18,95,0,0,1,0,7,1,1,0.2033898305084746,0.2296103896103896,0,10,Mumbai_to_Nagpur
GoAir,Mumbai,MIHAN,365,6,105,1,0,0,0,7,1,1,0.09615384615384616,0.2296103896103896,0,5,Mumbai_to_MIHAN
GoAir,Mumbai,MIHAN,1130,18,95,0,0,1,0,7,1,1,0.09615384615384616,0.2296103896103896,0,9,Mumbai_to_MIHAN
GoAir,Mumbai,Lucknow,975,16,135,0,1,0,0,6,1,1,0.26666666666666666,0.2296103896103896,0,5,Mumbai_to_Lucknow
GoAir,Mumbai,Lucknow,980,16,130,0,1,0,0,7,1,1,0.26666666666666666,0.2296103896103896,0,5,Mumbai_to_Lucknow
GoAir,Mumbai,Patna,680,11,145,1,0,0,0,6,1,1,0.23728813559322035,0.2296103896103896,0,13,Mumbai_to_Patna
GoAir,Mumbai,Patna,680,11,145,1,0,0,0,7,1,1,0.23728813559322035,0.2296103896103896,0,3,Mumbai_to_Patna
GoAir,Mumbai,Jaipur,1230,20,120,0,0,1,0,7,1,1,0.2375,0.2296103896103896,1,76,Mumbai_to_Jaipur
GoAir,Mumbai,Jaipur,340,5,120,0,0,0,1,7,1,1,0.2375,0.2296103896103896,1,53,Mumbai_to_Jaipur
GoAir,Mumbai,Jaipur,345,5,120,0,0,0,1,7,1,1,0.2375,0.2296103896103896,0,5,Mumbai_to_Jaipur
GoAir,Mumbai,Jaipur,345,5,130,0,0,0,1,7,1,1,0.2375,0.2296103896103896,0,8,Mumbai_to_Jaipur
GoAir,Mumbai,Chennai,1115,18,125,0,0,1,0,7,1,1,0.27411167512690354,0.2296103896103896,0,12,Mumbai_to_Chennai
GoAir,Mumbai,Srinagar,640,10,220,1,0,0,0,1,1,0,0.21929824561403508,0.2296103896103896,0,4,Mumbai_to_Srinagar
GoAir,Mumbai,Srinagar,650,10,150,1,0,0,0,1,1,0,0.21929824561403508,0.2296103896103896,0,4,Mumbai_to_Srinagar
GoAir,Mumbai,Srinagar,650,10,150,1,0,0,0,1,1,0,0.21929824561403508,0.2296103896103896,1,154,Mumbai_to_Srinagar
GoAir,Mumbai,Srinagar,650,10,150,1,0,0,0,1,1,0,0.21929824561403508,0.2296103896103896,0,12,Mumbai_to_Srinagar
GoAir,Mumbai,Srinagar,650,10,150,1,0,0,0,1,1,0,0.21929824561403508,0.2296103896103896,0,10,Mumbai_to_Srinagar
Air India,Mumbai,Thiruvananthapuram,1060,17,135,0,1,0,0,7,1,1,0.175,0.22491664140648682,0,6,Mumbai_to_Thiruvananthapuram
Air India,Mumbai,Thiruvananthapuram,1065,17,140,0,1,0,0,7,1,1,0.175,0.22491664140648682,0,4,Mumbai_to_Thiruvananthapuram
Air India,Mumbai,Varanasi,620,10,140,1,0,0,0,7,1,1,0.12903225806451613,0.22491664140648682,0,13,Mumbai_to_Varanasi
Air India,Mumbai,Varanasi,625,10,135,1,0,0,0,7,1,1,0.12903225806451613,0.22491664140648682,0,1,Mumbai_to_Varanasi
Air India,Mumbai,Varanasi,625,10,145,1,0,0,0,7,1,1,0.12903225806451613,0.22491664140648682,1,102,Mumbai_to_Varanasi
Air India,Mumbai,Nagpur,340,5,100,0,0,0,1,7,1,1,0.2033898305084746,0.22491664140648682,0,4,Mumbai_to_Nagpur
Air India,Mumbai,Rajkot,940,15,60,0,1,0,0,4,1,1,0.13043478260869565,0.22491664140648682,0,6,Mumbai_to_Rajkot
Air India,Mumbai,MIHAN,335,5,105,0,0,0,1,7,1,1,0.09615384615384616,0.22491664140648682,0,11,Mumbai_to_MIHAN
Air India,Mumbai,Lucknow,665,11,140,1,0,0,0,7,1,1,0.26666666666666666,0.22491664140648682,0,6,Mumbai_to_Lucknow
Air India,Mumbai,Lucknow,670,11,130,1,0,0,0,7,1,1,0.26666666666666666,0.22491664140648682,0,9,Mumbai_to_Lucknow
Air India,Mumbai,Lucknow,675,11,125,1,0,0,0,7,1,1,0.26666666666666666,0.22491664140648682,0,11,Mumbai_to_Lucknow
Air India,Mumbai,Patna,475,7,145,1,0,0,0,4,1,1,0.23728813559322035,0.22491664140648682,0,7,Mumbai_to_Patna
Air India,Mumbai,Patna,675,11,125,1,0,0,0,7,1,1,0.23728813559322035,0.22491664140648682,0,3,Mumbai_to_Patna
Air India,Mumbai,Patna,1155,19,1120,0,0,1,0,7,1,1,0.23728813559322035,0.22491664140648682,0,6,Mumbai_to_Patna
Air India,Mumbai,Jodhpur,570,9,110,1,0,0,0,7,1,1,0.36666666666666664,0.22491664140648682,0,2,Mumbai_to_Jodhpur
Air India,Mumbai,Vijayawada,955,15,110,0,1,0,0,7,1,1,0.0,0.22491664140648682,0,8,Mumbai_to_Vijayawada
Air India,Mumbai,Raipur,590,9,115,1,0,0,0,7,1,1,0.2708333333333333,0.22491664140648682,0,14,Mumbai_to_Raipur
Air India,Mumbai,Raipur,590,9,120,1,0,0,0,7,1,1,0.2708333333333333,0.22491664140648682,0,14,Mumbai_to_Raipur
Air India,Mumbai,Raipur,590,9,120,1,0,0,0,7,1,1,0.2708333333333333,0.22491664140648682,0,7,Mumbai_to_Raipur
Air India,Mumbai,Pune,585,9,320,1,0,0,0,6,1,1,0.5,0.22491664140648682,0,11,Mumbai_to_Pune
Air India,Mumbai,Udaipur,860,14,90,0,1,0,0,7,1,1,0.3582089552238806,0.22491664140648682,0,14,Mumbai_to_Udaipur
Air India,Mumbai,Udaipur,865,14,95,0,1,0,0,1,0,0,0.3582089552238806,0.22491664140648682,0,9,Mumbai_to_Udaipur
Air India,Mumbai,Chennai,325,5,120,0,0,0,1,7,1,1,0.27411167512690354,0.22491664140648682,0,15,Mumbai_to_Chennai
Air India,Mumbai,Chennai,340,5,110,0,0,0,1,7,1,1,0.27411167512690354,0.22491664140648682,0,8,Mumbai_to_Chennai
Air India,Mumbai,Chennai,1090,18,65,0,0,1,0,1,0,0,0.27411167512690354,0.22491664140648682,1,104,Mumbai_to_Chennai
Air India,Mumbai,Jamnagar,645,10,90,1,0,0,0,7,1,1,0.4,0.22491664140648682,0,3,Mumbai_to_Jamnagar
Air India,Mumbai,Jamnagar,660,11,70,1,0,0,0,4,1,1,0.4,0.22491664140648682,1,51,Mumbai_to_Jamnagar
Air India Express,Mumbai,Lucknow,895,14,135,0,1,0,0,7,1,1,0.26666666666666666,0.2222222222222222,1,34,Mumbai_to_Lucknow
Air India Express,Mumbai,Jaipur,885,14,105,0,1,0,0,7,1,1,0.2375,0.2222222222222222,1,129,Mumbai_to_Jaipur
Air India Express,Mumbai,Jaipur,430,7,115,1,0,0,0,7,1,1,0.2375,0.2222222222222222,1,51,Mumbai_to_Jaipur
Air India Express,Mumbai,Jaipur,475,7,115,1,0,0,0,7,1,1,0.2375,0.2222222222222222,0,3,Mumbai_to_Jaipur
Air India Express,Mumbai,Chennai,795,13,120,0,1,0,0,5,1,1,0.27411167512690354,0.2222222222222222,0,6,Mumbai_to_Chennai
Jet Airways,Mumbai,Thiruvananthapuram,725,12,135,0,1,0,0,7,1,1,0.175,0.25102880658436216,0,13,Mumbai_to_Thiruvananthapuram
Jet Airways,Mumbai,Udaipur,1035,17,90,0,1,0,0,7,1,1,0.3582089552238806,0.25102880658436216,0,5,Mumbai_to_Udaipur
Jet Airways,Mumbai,Chennai,1075,17,125,0,1,0,0,7,1,1,0.27411167512690354,0.25102880658436216,1,78,Mumbai_to_Chennai
Alliance Air (India),Mumbai,,700,11,85,1,0,0,0,7,1,1,,0.24661944623309723,0,7,
Vistara,Mumbai,Varanasi,800,13,135,0,1,0,0,6,1,1,0.12903225806451613,0.23657289002557544,0,1,Mumbai_to_Varanasi
Vistara,Mumbai,Varanasi,800,13,140,0,1,0,0,5,1,1,0.12903225806451613,0.23657289002557544,0,12,Mumbai_to_Varanasi
Vistara,Mumbai,Varanasi,800,13,140,0,1,0,0,5,1,1,0.12903225806451613,0.23657289002557544,0,0,Mumbai_to_Varanasi
Vistara,Mumbai,Jaipur,705,11,115,1,0,0,0,7,1,1,0.2375,0.23657289002557544,0,11,Mumbai_to_Jaipur
Jet Airways,Mumbai,Indore,1320,22,80,0,0,0,1,7,1,1,0.265625,0.25102880658436216,0,11,Mumbai_to_Indore
Jet Airways,Mumbai,Chandigarh,755,12,135,0,1,0,0,7,1,1,0.25,0.25102880658436216,0,12,Mumbai_to_Chandigarh
Jet Airways,Mumbai,Mangalore,575,9,95,1,0,0,0,7,1,1,0.2672413793103448,0.25102880658436216,0,11,Mumbai_to_Mangalore
Alliance Air (India),Mumbai,Keshod,730,12,80,0,1,0,0,3,1,1,0.2,0.24661944623309723,1,48,Mumbai_to_Keshod
Alliance Air (India),Mumbai,Keshod,880,14,70,0,1,0,0,3,1,1,0.2,0.24661944623309723,0,15,Mumbai_to_Keshod
Alliance Air (India),Mumbai,Goa,1175,19,85,0,0,1,0,2,1,1,0.30625,0.24661944623309723,0,8,Mumbai_to_Goa
Jetlite,Mumbai,Aurangabad,305,5,55,0,0,0,1,7,1,1,0.3076923076923077,0.34146341463414637,1,27,Mumbai_to_Aurangabad
Vistara,Mumbai,Hyderabad,1345,22,100,0,0,0,1,7,1,1,0.24087591240875914,0.23657289002557544,0,4,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,370,6,90,1,0,0,0,7,1,1,0.24087591240875914,0.23657289002557544,0,4,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,370,6,95,1,0,0,0,7,1,1,0.24087591240875914,0.23657289002557544,0,15,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,1150,19,105,0,0,1,0,7,1,1,0.24087591240875914,0.23657289002557544,0,5,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,640,10,85,1,0,0,0,7,1,1,0.24087591240875914,0.23657289002557544,0,2,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,645,10,90,1,0,0,0,6,1,1,0.24087591240875914,0.23657289002557544,0,0,Mumbai_to_Hyderabad
Vistara,Mumbai,Hyderabad,960,16,80,0,1,0,0,7,1,1,0.24087591240875914,0.23657289002557544,0,12,Mumbai_to_Hyderabad
Vistara,Mumbai,Delhi,945,15,140,0,1,0,0,7,1,1,0.2288135593220339,0.23657289002557544,0,7,Mumbai_to_Delhi
Vistara,Mumbai,Delhi,945,15,145,0,1,0,0,5,1,1,0.2288135593220339,0.23657289002557544,0,6,Mumbai_to_Delhi
Vistara,Mumbai,Delhi,1050,17,130,0,1,0,0,7,1,1,0.2288135593220339,0.23657289002557544,0,11,Mumbai_to_Delhi
Vistara,Mumbai,Delhi,180,3,135,0,0,0,1,2,1,1,0.2288135593220339,0.23657289002557544,0,15,Mumbai_to_Delhi
Vistara,Mumbai,Delhi,450,7,135,1,0,0,0,6,1,1,0.2288135593220339,0.23657289002557544,1,53,Mumbai_to_Delhi
Vistara,Mumbai,Delhi,880,14,125,0,1,0,0,7,1,1,0.2288135593220339,0.23657289002557544,0,13,Mumbai_to_Delhi
